1: 32'1/3
1557: 5'1413/3835
1558: 655'36/115
1559: 19'3/7
1560: 76
1561: 4'121027/278787
1562: 6'41/286
1563: 9
1564: 5'1871/2277
1565: 1/8000
1566: 5'59/200
1567: 33810'2/7
1568: 5'331/25320
1569: 127'32/33
1570: 17'10/13
1571: 3395'135/473
1572: 2'2/5
1573: 158
1574: 4633'69/187
1575: 1248
1576: 3'13614853/16632080
1577: 39'24/53
1578: 82
1579: 90'433/1276
1580: 63/1045
1581: 365/9604
1582: 424
1583: 2'3638/13365
1584: 62'41/83
1585: 66'4/5
1586: 2'80/143
1587: 35/2538
1588: 278'125/152
1589: 98'37/2080
1590: 63'8452/25899
1591: 76'31/81
1592: 216'44/53
1593: 37/94
1594: 4'1/73
1595: 1'1/15
1596: 19'13/14
1597: 4092
1598: 13325/48222
1599: 88'3/14
1600: 25'50/57
1601: 33'100/141
1602: 282'3/10
1603: 1'140117/158340
1604: 9'1/14
1605: 42'16/19
1606: 4032'1/9
1607: 34
1608: 244'4/11
1609: 768'456/935
1610: 43'31/42
1611: 39'11/27
1612: 24'1923007/6458725
1613: 8256
1614: 1'52/67
1615: 32'29187/29680
1616: 76'35/53
1617: 2'79/89
1618: 6'8/15
1619: 112'26/29
1620: 52/67
1621: 605488/2284047
1622: 40'13/17
1623: 91
1624: 88'11/18
1625: 95'47/96
1626: 259/360
1627: 147
1628: 4'37/180
1629: 33'3507/3718
1630: 308
1631: 598'41/55
1632: 72'7/12
1633: 68'336629/405557
1634: 4
1635: 13'23/444
1636: 42'37/442
1637: 80
1638: 21'3/5
1639: 39/44
1640: 44'1/2
1641: 6'17/18
1642: 1'23/37
1643: 4'1147/4080
1644: 10'38354/93389
1645: 1'8584/11253
1646: 6/115
1647: 37'1/76
1648: 41'2/5
1649: 623'73/124
1650: 440/6903
1651: 130'21/40
1652: 80
1653: 5'5/19
1654: 75'23/66
1655: 7'1/17
1656: 45/175168
1657: 2457'1/3
1658: 37'1/10
1659: 8'1066/1323
1660: 3'79/147
1661: 29/270
1662: 91'1/14
1663: 495/1162
1664: 5994'3/8
1665: 90'41/539
1666: 3'5/184
1667: 97'4/39
1668: 2'5650/25137
1669: 2'1/40
1670: 63
1671: 8'8377/12765
1672: 30'101/1105
1673: 191'29/95
1674: 8'1704/3713
1675: 93'83/93
1676: 5740
1677: 71
1678: 19090/1775931
1679: 20'569/2945
1680: 111'379/672
1681: 150'9/25
1682: 14'9/14
1683: 45'8/21
1684: 644
1685: 106'571/1056
1686: 2'655/2001
1687: 434
1688: 13'600/893
1689: 244'4/17
1690: 3212/6375
1691: 70
1692: 13'5/13
1693: 4'10925/27768
1694: 123'7/15
1695: 421/5508
1696: 3059/122450
1697: 11/1360
1698: 13'13/71
1699: 307261'20/61
1700: 162
1701: 71'77/78
1702: 55'36/61
1703: 261'417/424
1704: 21'4759/6240
1705: 247/1760
1706: 1277267'8/11
1707: 28'1569/1661
1708: 67'51/10406
1709: 402857'1/7
1710: 76'212/3507
1711: 60'1/8
1712: 6'376/1387
1713: 109'29/168
1714: 20'36/517
1715: 285/301
1716: 4'99/2240
1717: 15'233/858
1718: 55'63/73
1719: 7/96
1720: 21'21/40
1721: 4356'116/885
1722: 4'16/39
1723: 46'3109/3146
1724: 102'1/5
1725: 15'83/714
1726: 93'1065/2494
1727: 18
1728: 18'9/17
1729: 26'118/217
1730: 154
1731: 54
1732: 56'7/34
1733: 6160
1734: 99275/1224963
1735: 27'28/57
1736: 1172'14/23
1737: 87'3/31
1738: 14'130/649
1739: 1261/2660
1740: 85'3/25
1741: 21'12139/12555
1742: 5'37/575
1743: 228'2/3
1744: 1426
1745: 50'403/1107
1746: 7419'59/79
1747: 107'2/29
1748: 95'22/43
1749: 49'25/26
1750: 328'2/3
1751: 1/5
1752: 233'1/7
1753: 7'455475/546854
1754: 75'635/1178
1755: 65743'43/82
1756: 1'6462/22231
1757: 1536/11563
1758: 45'27/28
1759: 7'23/73
1760: 1'67/228
1761: 42'6/17
1762: 154
1763: 324'9/16
1764: 2'49/348
1765: 4'1303/3650
1766: 56'12/17
1767: 48/65
1768: 110'2815/3577
1769: 4'16069/37962
1770: 100'289/420
1771: 3/10
1772: 2'519/598
1773: 504'13/23
1774: 12'7/8
1775: 4'149/520
1776: 2684/3483
1777: 35'119/576
1778: 40'13451/36777
1779: 22'1149/1280
1780: 5'22849/189567
1781: 32'44/47
1782: 1095/1369
1783: 1'98/979
1784: 23
1785: 87
1786: 57
1787: 12'110004/124465
1788: 144
1789: 90'4077383/4495672
1790: 1407'758/931
1791: 48'35/408
1792: 201'32/35
1793: 3'421/1710
1794: 120'11673/176960
1795: 84'2539/4085
1796: 33/46
1797: 3558
1798: 80/131
1799: 5115
1800: 261/776
1801: 47'797/1075
1802: 41'2/23
1803: 303'33/34
1804: 2'653/920
1805: 6'197/203
1806: 38'61/78
1807: 121'1/19
1808: 11'1/14
1809: 79'3/31
1810: 14'1/7
1811: 7'31/38
1812: 351'1/2
1813: 197/172927
1814: 23/36
1815: 532/935
1816: 9'58/59
1817: 68'1/17
1818: 3'199/5236
1819: 2'13471/21714
1820: 16/117
1821: 1287/13015
1822: 25'26/549
1823: 3'63/115
1824: 1659'198613/265848
1825: 19/55
1826: 115'2/21
1827: 118
1828: 221'1/27
1829: 103'27/38
1830: 1'3/17
1831: 21303/24080
1832: 7'1611/1978
1833: 4'181/576
1834: 55'27/61
1835: 1553'3/10
1836: 2'70060/107559
1837: 40'17/460
1838: 720
1839: 942
1840: 20'1/3
1841: 164'2/17
1842: 22
1843: 11'9/11
1844: 6
1845: 880
1846: 2057/6840
1847: 1'1571/7921
1848: 17/18
1849: 94
1850: 1'353/583
1851: 39'1549/4752
1852: 95
1853: 4'3/11
1854: 93'7/44
1855: 1000/1947
1856: 192792'64/125
1857: 33'1/2
1858: 7'1/5
1859: 23'23/28
1860: 286'10/23
1861: 33'2573/4620
1862: 17/24
1863: 69'13/33
1864: 5'2977/46480
1865: 24'2/3
1866: 3571'578/1539
1867: 5'806/3969
1868: 4416
1869: 39'843/12943
1870: 57'1/9
1871: 38'19/122
1872: 15'3/5
1873: 8'23/24
1874: 45'51131/74340
1875: 71'341/442
1876: 19'7/39
1877: 4'12/2405
1878: 9'502/1925
1879: 11'104/285
1880: 104'18/55
1881: 113575/605853
1882: 2880
1883: 16
1884: 5'21559/36784
1885: 5'1/15
1886: 15'1/2
1887: 96
1888: 72'144/253
1889: 8'11/73
1890: 6'567/1720
1891: 48
1892: 52'505/576
1893: 2479'31/47
1894: 77'1/43
1895: 1'46/61
1896: 45'17/31
1897: 33'3/4
1898: 7'10/19
1899: 5'40/87
1900: 2'7/10
1901: 16'2/43
1902: 173'17/38
1903: 111594/293425
1904: 7'997/1102
1905: 27/28
1906: 360'40/49
1907: 47'9/89
1908: 304/1035
1909: 3'176/315
1910: 5'157/169
1911: 63'3/7
1912: 371
1913: 43/115
1914: 18'24/89
1915: 2'7066/13585
1916: 51'191/215
1917: 40
1918: 134
1919: 352/901
1920: 30'67429/129050
1921: 7'106/195
1922: 516'20/31
1923: 232'77/93
1924: 36'35/66
1925: 3'632/693
1926: 7'33/71
1927: 89'1417/1827
1928: 19
1929: 2965'3/4
1930: 1'15/19
1931: 45
1932: 121
1933: 3069/4756
1934: 74/115
1935: 141'9/31
1936: 2'207347/302886
1937: 315'3/7
1938: 127/2035
1939: 9'5/7
1940: 54'14/31
1941: 61'38/73
1942: 2964
1943: 119'1631/3330
1944: 552/745
1945: 2705'5/47
1946: 90/42883
1947: 6'774/2015
1948: 17'59/93
1949: 43'4/57
1950: 50'1378/2023
1951: 1462
1952: 6736'36/79
1953: 1'7183/10745
1954: 245
1955: 4'6/77
1956: 3'73/86
1957: 18'16/43
1958: 1/102
1959: 7'4135/12177
1960: 23'1/43
1961: 3209838'3/4
1962: 76'25/27
1963: 325/417312
1964: 3904
1965: 3'3/28
1966: 46/6499
1967: 1'251/388
1968: 4'2/47
1969: 95'15/28
1970: 373'1/3
1971: 1'4/7
1972: 27'1061/5073
1973: 6'580/589
1974: 66'28/29
1975: 173
1976: 49'203/219
1977: 20'741/776
1978: 251'337/348
1979: 53'1/3
1980: 17958/34799
1981: 150
1982: 44
1983: 14'211/616
1984: 1'517605/838457
1985: 103
1986: 18568/65627
1987: 146'25/96
1988: 196/3133
1989: 86'207/332
1990: 71'261/2597
1991: 74'2/11
1992: 1/828
1993: 40'34/61
1994: 1'2209/2576
1995: 20'767/952
1996: 8/33
1997: 4'5428/8835
1998: 34'11/90
1999: 181'9/11
2000: 5'311/638
2001: 5'1555/7714
2002: 8'2/7
2003: 88'289/291
2004: 1533/14036
2005: 13/28
2006: 9/295
2007: 101'1/43
2008: 199'27/83
2009: 43'20/63
2010: 3/13
2011: 41'25/28
2012: 29'295/351
2013: 185'2/3
2014: 34
2015: 119'10279/17415
2016: 96'49/88
2017: 130/1323
2018: 33
2019: 11/37
2020: 144'317/858
2021: 29'1/3
2022: 5'28993/43475
2023: 97
2024: 31'1/6
2025: 111'329/2511
2026: 75/848
2027: 108'4811/7938
2028: 11209/33504
2029: 8'1/6
2030: 11'179/231
2031: 8111/11438
2032: 4'1/60
2033: 126'1/2
2034: 40'67/396
2035: 262'5/6
2036: 130352'8/11
2037: 2'379/410
2038: 81'15/67
2039: 4905/19082
2040: 150'361/585
2041: 73'5387/5610
2042: 548'185/638
2043: 547
2044: 82
2045: 85'152/1375
2046: 3347089/4053504
2047: 1403/45760
2048: 2'15/49
2049: 6'11/16
2050: 364'4/9
2051: 4'23/48
2052: 320'2/5
2053: 34'143/342
2054: 36/67
2055: 140/1173
2056: 154'289/396
2057: 1'8/53
2058: 80'299/352
2059: 1'223/375
2060: 258'9/11
2061: 2'556/2001
2062: 425/4048
2063: 52'2111/2184
2064: 283'187/208
2065: 191'32/39
2066: 74529/96500
2067: 6283/236313
2068: 8'4/7
2069: 30'2181/4867
2070: 9'27/49
2071: 82'10/19
2072: 20066/37145
2073: 47'315/316
2074: 87'27/67
2075: 1'19/72
2076: 2542'2/19
2077: 2'2/71
2078: 3'1021/3703
2079: 30/47
2080: 643'1/41
2081: 288/8489
2082: 7'374/2665
2083: 36'9/70
2084: 84'273428/340233
2085: 1'5779/20349
2086: 66'49/66
2087: 3'25/61
2088: 181'3/7
2089: 12047'28/29
2090: 29'37/76
2091: 3'24/77
2092: 1343/1525
2093: 5890
2094: 2'1378/17445
2095: 356'37/45
2096: 2'505/1786
2097: 2'43/80
2098: 30'25586/35685
2099: 8'1883/1896
2100: 659/1809
2101: 86'706/1311
2102: 7743
2103: 78'5/32
2104: 33'37/91
2105: 4'11611/198702
2106: 34'1/11
2107: 1'3193/5181
2108: 89'722/2397
2109: 27
2110: 81'2/23
2111: 1/580
2112: 159
2113: 80'35/47
2114: 44'15/23
2115: 31/119
2116: 12'51/61
2117: 1400
2118: 31/71
2119: 3'7/57
2120: 171
2121: 9215
2122: 253'16/19
2123: 4/95
2124: 1'702/841
2125: 250'5/9
2126: 3993'15/23
2127: 2'15/17
2128: 34'4/13
2129: 28'51/79
2130: 6'4/795
2131: 1'61/119
2132: 57'40/43
2133: 354
2134: 10921'6/11
2135: 1936/6213
2136: 5'61/66
2137: 1'1/24
2138: 280'35/47
2139: 23'107/135
2140: 510'5/7
2141: 5'3153/4615
2142: 2'367/1508
2143: 8'359/899
2144: 28'25/71
2145: 3754'11/30
2146: 24'855/3247
2147: 99'6/31
2148: 5455'1525/2021
2149: 24'77/82
2150: 87/880
2151: 98'19/42
2152: 52
2153: 14'196/229
2154: 64800/286741
2155: 21730
2156: 52'2/7
2157: 33'9/31
2158: 30'931/1513
2159: 218'17/23
2160: 91'1/66
2161: 11'9/19
2162: 25'2/67
2163: 56'107/2210
2164: 4'1/3
2165: 64
2166: 184'46/53
2167: 13/15
2168: 164'667/3913
2169: 7'100144/130935
2170: 90'4/135
2171: 107/210
2172: 1410/68747
2173: 73'2/3
2174: 61'29/71
2175: 9'4058/6683
2176: 33/97
2177: 92'6/91
2178: 6
2179: 1'19/54
2180: 127/2112
2181: 5'137/779
2182: 21'15/49
2183: 144
2184: 5'101/195
2185: 19'19/30
2186: 28/1333
2187: 4'739/6026
2188: 95'4/19
2189: 258
2190: 7'7509/11362
2191: 183/340
2192: 113'21/37
2193: 28'2/3
2194: 12'1493/2911
2195: 279'12/19
2196: 6'6/59
2197: 4'193/253
2198: 1089/6734
2199: 16
2200: 9'1/39
2201: 2154'16/29
2202: 16/49
2203: 11'24/29
2204: 99'596123/646908
2205: 132'525/779
2206: 22'1/5
2207: 14'73/83
2208: 6'21/89
2209: 5
2210: 52/825
2211: 241/1755
2212: 5'190/1683
2213: 95'106/473
2214: 34'11/1586
2215: 7/1584
2216: 85'11/54
2217: 1421'157/198
2218: 206'1/4
2219: 6'1545/3283
2220: 391/2088
2221: 243/3542
2222: 249'34/39
2223: 142'13/34
2224: 10'5/11
2225: 2/21
2226: 130'62/95
2227: 27'29/100
2228: 265'29/48
2229: 1/114
2230: 573'31/53
2231: 67'47/83
2232: 4'22259/44080
2233: 935'11/29
2234: 27'36/67
2235: 14'26/561
2236: 11264
2237: 14642'10/371
2238: 4'109/486
2239: 374'25/34
2240: 132'3/10
2241: 1'5/33
2242: 47/81
2243: 52
2244: 68'3642/5041
2245: 85
2246: 25'3032/5487
2247: 49'275/533
2248: 95'38/75
2249: 383/1827
2250: 194'1465/2257
2251: 51'893/1020
2252: 64'1/21
2253: 143
2254: 99
2255: 817/101338
2256: 156
2257: 67
2258: 27/190
2259: 81
2260: 3'2631/35035
2261: 34'1/8
2262: 620/711
2263: 5'5/17
2264: 17'545/1988
2265: 997'1/3
2266: 14'497/527
2267: 2'975064/2172015
2268: 1'511/621
2269: 51'23/54
2270: 61
2271: 37'1/35
2272: 2'4027/11214
2273: 4692
2274: 304'149/700
2275: 5915
2276: 729
2277: 15'12377/12642
2278: 4'519/2440
2279: 7352/29241
2280: 47'5/6
2281: 81'543/1099
2282: 50'28/43
2283: 1529/81627
2284: 78'1/10
2285: 2'17/20
2286: 3'263/1836
2287: 14382549/19668110
2288: 72'7/16
2289: 88'961/1620
2290: 29565/36722
2291: 103'12/49
2292: 331
2293: 10/123
2294: 5'37/50
2295: 16
2296: 136'487/630
2297: 1'11/34
2298: 2501/3276
2299: 84'225/9614
2300: 145'1/8
2301: 102/4819
2302: 16'47/79
2303: 300'45/97
2304: 6'2/5
2305: 10060'13/67
2306: 21'14/31
2307: 910
2308: 15/352
2309: 2'196/205
2310: 1'347/490
2311: 351'39/61
2312: 8'119/152
2313: 7497
2314: 6'1123/2856
2315: 89'28583/95082
2316: 6840
2317: 7'158302/165825
2318: 42'27/49
2319: 48'1/3
2320: 10'73/129
2321: 124'8651/9880
2322: 26400
2323: 7'23/41
2324: 68'58/183
2325: 21'16/19
2326: 7469/10440
2327: 81'3/5
2328: 41'9/23
2329: 8/33
2330: 189'1/3
2331: 11/56
2332: 80'69137/88305
2333: 88'58/85
2334: 555'55/738
2335: 92'8/47
2336: 156'4/9
2337: 12'41/42
2338: 77/750
2339: 11'110251/112194
2340: 66'19/33
2341: 13'784/1147
2342: 5460
2343: 2'1673/5368
2344: 3219'564/1079
2345: 23'2708/4557
2346: 13586'2/5
2347: 43757/178321
2348: 45'125/456
2349: 51'183/784
2350: 1'127/138
2351: 16'128/157
2352: 91/228
2353: 84'1/26
2354: 12'1/8
2355: 3645
2356: 28'12/19
2357: 222'2/7
2358: 1'1714/1935
2359: 51'3/68
2360: 53/286
2361: 3'814537/903210
2362: 1/12
2363: 8700
2364: 4'21880/206973
2365: 1'221/349
2366: 17'21/64
2367: 3205'15/29
2368: 1644/2185
2369: 715
2370: 340'1801/1998
2371: 27
2372: 2'1/7
2373: 61'26/83
2374: 47/5475
2375: 43'407/2325
2376: 22'11/37
2377: 1'329/396
2378: 199/4522
2379: 325/4515387
2380: 140'109/462
2381: 626688
2382: 95'8/13
2383: 5'24624/72335
2384: 92
2385: 96/133
2386: 4971'1/31
2387: 9'4399/5124
2388: 41'23/47
2389: 6482'5/11
2390: 97'83/181
2391: 67/2106
2392: 13/93
2393: 27'5/8
2394: 8'13/50
2395: 1'2783/7221
2396: 19/240
2397: 195'108/109
2398: 144
2399: 51/53
2400: 12539/15531
2401: 55'32/4171
2402: 195
2403: 69'79/83
2404: 26'336863/1084832
2405: 11'14/29
2406: 33'13/132
2407: 129
2408: 112'7/24
2409: 14'8/45
2410: 68/259
2411: 116'333/946
2412: 817/1518
2413: 34'6/95
2414: 158
2415: 152/341
2416: 18'846/1681
2417: 231'1973/2465
2418: 99
2419: 121
2420: 10'32/87
2421: 95'53/69
2422: 1'13/38
2423: 27608/94575
2424: 1425/11236
2425: 303'2/3
2426: 48
2427: 4'27/782
2428: 47'5/9
2429: 12'9506/16269
2430: 3'1179/3776
2431: 184'793/1188
2432: 4564'8/13
2433: 96'39/44
2434: 4502'37/92
2435: 1'29/45
2436: 398'517/830
2437: 1'27/68
2438: 117'71/133
2439: 9'9655/12298
2440: 85/236
2441: 5'13513/19782
2442: 4'16/47
2443: 4'664/1155
2444: 39/3871
2445: 7'1075/1736
2446: 3'1289/1360
2447: 1'1/4
2448: 2'2771/2844
2449: 1/240
2450: 2015/2304
2451: 33'1/3
2452: 18'111/145
2453: 77/2438
2454: 403/2072
2455: 1'13/68
2456: 4'34/61
2457: 197/1860
2458: 2'5458/5635
2459: 7/260
2460: 102'14/23
2461: 177'47/49
2462: 5795
2463: 119
2464: 9/36400
2465: 52'9/22
2466: 2'23/48
2467: 1534'51/61
2468: 4740'2/27
2469: 7/1045
2470: 3115
2471: 75'5/14
2472: 17'1/299
2473: 60'594/623
2474: 625'8/17
2475: 47'1000/12673
2476: 23'29/53
2477: 80'23/1147
2478: 91'14769/58604
2479: 6'2/3
2480: 16'13/116
2481: 18'1289/9408
2482: 1136'16/37
2483: 67/169
2484: 12249'9/49
2485: 1370'8/15
2486: 11'493/1295
2487: 1'23/646
2488: 14'91/136
2489: 14'121/202
2490: 2'31/33
2491: 134'18/265
2492: 53/464
2493: 16'1/14
2494: 114
2495: 1255'250/267
2496: 37'5/19
2497: 1'10/33
2498: 16'3/5
2499: 1'138401/195050
2500: 4'8587/68150
2501: 23
2502: 7980
2503: 3645
2504: 26'67/150
2505: 8556
2506: 3845
2507: 21
2508: 3'3418/6279
2509: 7
2510: 31'2155/2184
2511: 251'29/31
2512: 24'239/312
2513: 131
2514: 4/93
2515: 17'74/95
2516: 4096
2517: 5'47413/91390
2518: 104'5/16
2519: 1'40/41
2520: 47
2521: 151'2/3
2522: 35'53/152
2523: 84'91/108
2524: 9/52
2525: 2916'70/89
2526: 12'1844/6225
2527: 53'27/34
2528: 47'11/40
2529: 4'603/3526
2530: 54'21/46
2531: 33/1472
2532: 2
2533: 1'37/50
2534: 1305
2535: 4'153/301
2536: 27'418/441
2537: 256'79/96
2538: 4123/8850
2539: 6'21239/30362
2540: 149
2541: 11/354
2542: 38/60291
2543: 5'5/26
2544: 344'1/10
2545: 1187415'9/13
2546: 79'169/551
2547: 108'154/731
2548: 86'648/833
2549: 2'1657/3198
2550: 10/87
2551: 76'9/11
2552: 11'211/462
2553: 14585/17871
2554: 42'6/11
2555: 5'545/1206
2556: 7813'19/27
2557: 293/3657
2558: 3'5132/20097
2559: 49'671/1764
2560: 7800
2561: 7'134/765
2562: 13'307/369
2563: 1903'4/7
2564: 13223'2/11
2565: 6'1013/3150
2566: 32
2567: 28'7/18
2568: 28'1463/2704
2569: 1'83/84
2570: 25'35/89
2571: 62077'1/2
2572: 95'612/3355
2573: 6'113/5700
2574: 30
2575: 4'7/60
2576: 84
2577: 750'3/4
2578: 19/980
2579: 5'8/59
2580: 1'2737/3102
2581: 37498/214425
2582: 15
2583: 1'317/810
2584: 3'1903/3920
2585: 7'34/1085
2586: 33'285/574
2587: 1/20
2588: 848
2589: 57'2/3
2590: 185/441
2591: 19
2592: 66'781/928
2593: 38'193/944
2594: 362'1/2
2595: 6'4/5
2596: 78/79
2597: 186480/483941
2598: 528/775
2599: 44'5/6
2600: 18/143
2601: 118/123201
2602: 4'1259/2158
2603: 1/38
2604: 6'809/1314
2605: 202'2/3
2606: 2'271/572
2607: 4536'11/24
2608: 179'271/516
2609: 1'865/884
2610: 46'598/3025
2611: 19'25921/26970
2612: 1'243/992
2613: 4'37/66
2614: 570
2615: 249375/1082224
2616: 62
2617: 177/1496
2618: 17'33/368
2619: 6192/12259
2620: 6'99/1178
2621: 27'24417/24472
2622: 2
2623: 196'1/3
2624: 97/104742
2625: 2'401/2288
2626: 118'28/29
2627: 7/1185
2628: 18'7/44
2629: 109'793/7052
2630: 1'8/27
2631: 3'199/4752
2632: 27'41/64
2633: 4'2749/24486
2634: 3'633/2254
2635: 84'4/99
2636: 37'5491/5832
2637: 99542/231495
2638: 4'9/31
2639: 1'9/47
2640: 4'58/79
2641: 332
2642: 18978'1/3
2643: 76'76/77
2644: 23'11/17
2645: 35'17/18
2646: 289304
2647: 2730'151/336
2648: 24'403/1121
2649: 7
2650: 6987'3/32
2651: 4'1412/3255
2652: 29'4/9
2653: 4'1/2
2654: 184/357
2655: 1'35131/51296
2656: 756
2657: 1'1/3
2658: 1344
2659: 1339'67/495
2660: 25172/53975
2661: 1979'5/41
2662: 1'263/455
2663: 65'6/23
2664: 14'50/59
2665: 5'13469/19530
2666: 3655
2667: 9'503/1273
2668: 14'3766/14691
2669: 9'223/294
2670: 11'262/429
2671: 29'196/225
2672: 3/76
2673: 6'51/76
2674: 544
2675: 76'41/432
2676: 1'1/804
2677: 2/21
2678: 26'12/17
2679: 25'69/71
2680: 779/1485
2681: 5'496919/555775
2682: 15679/22041
2683: 1509
2684: 437/196084
2685: 14'5/9
2686: 3'25/46
2687: 40'199/632
2688: 405'139/194
2689: 124'7/60
2690: 3'31/45
2691: 102'1/4
2692: 175'19/75
2693: 7'34/41
2694: 36'11/35
2695: 6528
2696: 1'3397/5355
2697: 17/41
2698: 115'7/9
2699: 4'3433/5734
2700: 63
2701: 56'2/3
2702: 39'9/88
2703: 5'3049/4785
2704: 39
2705: 36859'97/150
2706: 15'101/464
2707: 2'87967/100492
2708: 16'4/5
2709: 372'341/598
2710: 35'7/19
2711: 420
2712: 73'13/17
2713: 44'69/76
2714: 1'1777/4658
2715: 2'983837/1098900
2716: 33'1711/4179
2717: 1'13/22
2718: 87'8/29
2719: 603
2720: 286'47/92
2721: 71'18/19
2722: 76'983/1898
2723: 2'6/23
2724: 6300'1/8
2725: 3'377/4301
2726: 46633/51660
2727: 90'5/8
2728: 6'119/690
2729: 85'3/4
2730: 95'1209/1243
2731: 107'17/28
2732: 5'113/144
2733: 29'124/187
2734: 7'79/1104
2735: 936'1/20
2736: 897
2737: 18'9/13
2738: 8'19/20
2739: 8'204/437
2740: 134'46/91
2741: 6'13/23
2742: 95
2743: 25'2553/8959
2744: 481'2/5
2745: 48'28/33
2746: 2538
2747: 438'26/145
2748: 50
2749: 17'11/14
2750: 27'77/92
2751: 2'16/17
2752: 143'121/568
2753: 2'6719/11739
2754: 15387'3/11
2755: 44'14/69
2756: 116725/975942
2757: 1'233/527
2758: 3288'2/5
2759: 12'6973/27072
2760: 12'6/97
2761: 2'59/99
2762: 36'11/45
2763: 7/89
2764: 1001
2765: 280/837
2766: -1'3123/20995
2767: 24'9/31
2768: 2655
2769: 108/1817
2770: 19'2572/18207
2771: 23'1499/20740
2772: 5/52
2773: 41/6210
2774: 48'27/35
2775: 1
2776: 63'235/546
2777: 88'211/5220
2778: 149760
2779: 216/305
2780: 17/236250
2781: 250'1/7
2782: 139
2783: 38'6158/6789
2784: 25'1217/6834
2785: 80/91
2786: 459
2787: 29'119/2785
2788: 204/75031
2789: 74
2790: 2255
2791: 6'8/85
2792: 24'52669/52920
2793: 4'69/71
2794: 122'169/682
2795: 105'483/944
2796: 7/7832
2797: 93'24/31
2798: 81/1036
2799: 44'36/61
2800: 192'736/957
2801: 743/1560
2802: 7'17/19
2803: 136/1073
2804: 49'82669/82944
2805: 6
2806: 128'42/73
2807: 19'1367/4307
2808: 41'5/21
2809: 20'61/91
2810: 396'9/10
2811: 181'59727/124597
2812: 116/139
2813: 88
2814: 29'9/19
2815: 67'9/11
2816: 10/39
2817: 17/52
2818: 10'1193/1505
2819: 58'48/49
2820: 8479'35/59
2821: 1'1555/1804
2822: 4/43
2823: 4'92443/158455
2824: 1082'7/9
2825: 181/185
2826: 2'55/84
2827: 1148/2755
2828: 17
2829: 108
2830: 2'1367/1394
2831: 202
2832: 56'10/47
2833: 40'31/85
2834: 58'9/73
2835: 183'729/799
2836: 2'5/24
2837: 1/27
2838: 41'1859/4234
2839: 147'31/61
2840: 29'190/221
2841: 172'1/3
2842: 9/22
2843: 27'4617/104780
2844: 976
2845: 6720
2846: 65/60248068
2847: 97'43/51
2848: 95
2849: 31'1044/1175
2850: 302'9/35
2851: 208'28/83
2852: 6'765/1078
2853: 24'10/47
2854: 125'11/42
2855: 30'16/47
2856: 10'1/7
2857: 91/940
2858: 28/123
2859: 22'3675/13756
2860: 2'1059/2914
2861: 1'101/102
2862: 4275
2863: 57
2864: 53'5/7
2865: 567'85/144
2866: 67'3414/6305
2867: 19646
2868: 5439'1118/4473
2869: 7'312/551
2870: 24'38/45
2871: 61'20/23
2872: 69'3/13
2873: 5898'3/4
2874: 2'2543/10082
2875: 113'20/49
2876: 44'11/75
2877: 91'7/13
2878: 1969/4416
2879: 62'7/46
2880: 4'1597/2618
2881: 237'71/96
2882: 2601/4346
2883: 3'30409/39468
2884: 225'8/11
2885: 1'3/28
2886: 5040
2887: 157'29/49
2888: 8'11/19
2889: 1'45/874
2890: 837/24451
2891: 644/43485
2892: 95'271/1050
2893: 83'2/143
2894: 59'11/89
2895: 198'18/19
2896: 31'1/5
2897: 318'193/195
2898: 5'85/96
2899: 4'2104/7821
2900: 98'69/100
2901: 13/62
2902: 3'38/43
2903: 35'38/47
2904: 12'17/22
2905: 4'15/22
2906: 5713
2907: 28'259/754
2908: 44/729
2909: 48'4/47
2910: 96'1268/4165
2911: 75'27/31
2912: 69'101055/169592
2913: 2'6441/13202
2914: 49'1/3
2915: 12
2916: 6'3/137
2917: 406'7/12
2918: 7031/18018
2919: 104'10/47
2920: 149
2921: 239'1/5
2922: 1'9/11
2923: 55432
2924: 28'83/99
2925: 10
2926: 171
2927: 1'7/124
2928: 1202'37/1829
2929: 1443/11315
2930: 72'2921/3783
2931: 123'163/395
2932: 65'15/19
2933: 431'15/23
2934: 59'137/667
2935: 188356
2936: 51150
2937: 4'443/1058
2938: 6'24/25
2939: 3'239/720
2940: 2'1158/1925
2941: 4'1911/4346
2942: 1022/11911
2943: 1091/12168
2944: 95'9/28
2945: 2'25/26
2946: 26'17/22
2947: 7'2641/6525
2948: 188777'15/19
2949: 190
2950: 1'2/3
2951: 2022'106/267
2952: 23/2028
2953: 72'4045/4371
2954: 6'30/71
2955: 1'74/217
2956: 1'1/3
2957: 1326
2958: 238'26/77
2959: 29/518
2960: 41'1087/1230
2961: 2'1/2
2962: 97'553/904
2963: 79'107/120
2964: 62'54/59
2965: 1569'7/25
2966: 137'307/418
2967: 8'5999153/6242250
2968: 11'113/182
2969: 6732
2970: 87'991/2232
2971: 16'8/178923
2972: 57'884/68145
2973: 47/58
2974: 93'8/9
2975: 175273
2976: 13
2977: 1
2978: 85'1/13
2979: 10'7/22
2980: 247'1001/2397
2981: 626663'1/9
2982: 3'7/10
2983: 10'3/8
2984: 1'2113/3002
2985: 63'541/602
2986: 7'22/119
2987: 14'2/5
2988: 11'156059/666315
2989: 2'1787/90666
2990: 35
2991: 2327/2660
2992: 5'109/223
2993: 78
2994: 776/3285
2995: 7'5449/6110
2996: 6'823/858
2997: 85'8/15
